,Zip Code,City,Street,Lat,Lon,Trulia Est,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Cluster
3061,95003,0,686,36.97251,-121.8913,1194641.0,5.0,3.0,2514.0,181.0,1999.0,5
3062,95003,0,696,36.97291,-121.89152,1176021.0,4.0,2.5,2266.0,201.0,1999.0,5
3066,95003,0,711,36.97302,-121.89211999999999,977300.0,3.0,2.0,1698.0,536.0,1999.0,0
3067,95003,0,722,36.9727,-121.89246000000001,1189286.0,5.0,3.0,2514.0,199.0,1999.0,5
3068,95003,0,724,36.97306,-121.89232,1176875.0,4.0,2.5,2266.0,201.0,1999.0,5
3072,95003,0,745,36.973,-121.89299,1212602.0,5.0,3.0,2514.0,416.0,1999.0,5
3078,95003,0,82,36.97023,-121.90493000000001,778377.0,2.0,2.5,1224.0,146.0,1982.0,3
3080,95003,0,99,36.97012,-121.9047,749910.0,2.0,2.5,1224.0,509.0,1982.0,3
3081,95003,0,106,36.97005,-121.90472,785970.0,3.0,2.0,1190.0,210.0,1981.0,3
3084,95003,0,159,36.96998,-121.90382,803997.0,2.0,2.0,1061.0,564.0,1983.0,3
3086,95003,0,913,36.96444,-121.89006,1121842.0,3.0,2.5,1851.0,313.0,1987.0,5
3090,95003,0,643,36.98422,-121.91238,1155896.0,3.0,2.0,2095.0,131.0,1950.0,5
3102,95003,0,948,36.96396,-121.89026000000001,1888708.0,4.0,3.0,3099.0,245.0,1991.0,2
3106,95003,0,1003,36.96321,-121.88966,953324.0,2.0,1.5,1292.0,267.0,1962.0,0
3107,95003,0,1005,36.962740000000004,-121.89018,1270508.0,4.0,2.0,2333.0,174.0,1964.0,5
3108,95003,0,1019,36.963,-121.88944,937557.0,3.0,2.0,1300.0,454.0,1962.0,0
3111,95003,0,1024,36.96252,-121.88996000000002,1149470.0,3.0,2.0,1916.0,313.0,1974.0,5
3112,95003,0,1027,36.96278,-121.88922,1184125.0,3.0,2.0,2030.0,249.0,1938.0,5
3113,95003,0,1032,36.962559999999996,-121.88903,1250870.0,3.0,3.0,2216.0,127.0,1971.0,5
3115,95003,0,1039,36.96245,-121.88892,1062503.0,2.0,2.5,1631.0,135.0,1960.0,0
3121,95003,0,1055,36.96188,-121.88842,966715.0,3.0,1.5,1506.0,730.0,1970.0,0
3123,95003,0,356,36.9713285,-121.9033362,912617.0,3.0,2.0,1509.0,547.0,1969.0,0
3128,95003,0,412,36.9713418,-121.9031884,980092.0,3.0,2.0,1669.0,317.0,1986.0,0
3129,95003,0,423,36.9713449,-121.90317009999998,1089371.0,2.0,2.5,1736.0,156.0,1962.0,5
3130,95003,0,438,36.97231,-121.90375,904630.0,3.0,2.0,1516.0,185.0,1969.0,0
3132,95003,0,452,36.9713545,-121.90311509999998,865603.0,3.0,2.0,1204.0,266.0,1986.0,0
3136,95003,0,474,36.97228,-121.90373999999998,935410.0,2.0,2.5,1491.0,151.0,1981.0,0
3140,95003,0,642,36.97184,-121.90352,1177358.0,3.0,2.0,2200.0,120.0,1991.0,5
3141,95003,0,655,36.97173,-121.90351000000001,947859.0,3.0,1.5,1655.0,284.0,1991.0,0
3143,95003,0,690,36.97181,-121.9028,1052990.0,3.0,2.0,1685.0,165.0,1990.0,0
3145,95003,0,712,36.9725,-121.90348,1014826.0,3.0,2.0,1605.0,203.0,1982.0,0
3155,95003,0,884,36.97872,-121.89877,876099.0,3.0,2.0,1534.0,130.0,1986.0,0
3159,95003,0,1156,36.97907,-121.8937,1120408.0,4.0,2.5,2449.0,106.0,1963.0,5
3169,95003,0,117,36.982690000000005,-121.88635,774894.0,3.0,2.0,1462.0,198.0,1978.0,3
3172,95003,0,264,36.987559999999995,-121.88503999999999,954543.0,4.0,2.5,2157.0,299.0,1988.0,0
3179,95003,0,510,36.99818,-121.88238999999999,1967697.0,3.0,4.0,3347.0,129.0,2007.0,2
3181,95003,0,552,37.00213,-121.8852,1346149.0,3.0,3.5,2922.0,219.0,1978.0,1
3182,95003,0,556,37.00439,-121.88511000000001,1319699.0,3.0,2.0,2646.0,207.0,1984.0,1
3189,95003,0,101,36.98142,-121.91113,873651.0,3.0,2.0,1647.0,471.0,1999.0,0
3190,95003,0,143,36.98127,-121.91116000000001,969053.0,3.0,2.5,1957.0,194.0,1999.0,0
3192,95003,0,597,36.98451,-121.91431999999999,966002.0,3.0,3.0,2049.0,305.0,1999.0,0
3196,95003,0,601,36.98514,-121.9139,1161044.0,3.0,2.0,1989.0,166.0,1935.0,5
3199,95003,0,1089,36.9853,-121.91467,1117567.0,3.0,2.0,2034.0,219.0,1950.0,5
3203,95003,0,38,36.97247,-121.90758999999998,957374.0,2.0,2.0,1264.0,384.0,1966.0,0
3205,95003,0,59,36.97272,-121.9077,1053912.0,2.0,1.5,1775.0,338.0,1976.0,0
3206,95003,0,64,36.972570000000005,-121.90808999999999,906912.0,3.0,2.0,1566.0,146.0,1963.0,0
3207,95003,0,76,36.97271,-121.90818,883497.0,3.0,2.0,1247.0,353.0,1963.0,0
3212,95003,0,376,36.97385,-121.90881999999999,882749.0,3.0,2.0,1233.0,261.0,1969.0,0
3218,95003,0,435,36.97425,-121.90978999999999,868821.0,3.0,1.5,1338.0,295.0,1966.0,0
3229,95003,0,1187,36.95581,-121.88598,3119915.0,5.0,5.0,3068.0,228.0,2002.0,4
3236,95003,0,52,36.95384,-121.8818,1755788.0,3.0,2.5,2860.0,385.0,1985.0,2
3239,95003,0,5,36.948190000000004,-121.87301000000001,1165883.0,4.0,3.5,2287.0,392.0,1978.0,5
3242,95003,0,83,36.94807,-121.87241000000002,1389318.0,3.0,3.0,2588.0,289.0,1979.0,1
3243,95003,0,111,36.94853,-121.87251,1311323.0,4.0,2.5,3182.0,249.0,1980.0,1
3244,95003,0,114,36.94818,-121.87225,1271265.0,3.0,2.5,2608.0,148.0,1983.0,5
3245,95003,0,144,36.94866,-121.8724,1171584.0,3.0,2.5,2008.0,154.0,1978.0,5
3246,95003,0,147,36.94831,-121.87208999999999,1218535.0,3.0,3.0,2530.0,429.0,1978.0,5
3248,95003,0,170,36.94846,-121.87196000000002,1355381.0,4.0,3.5,3326.0,139.0,1983.0,1
3249,95003,0,202,36.94863,-121.87187,1173597.0,4.0,2.5,1999.0,445.0,1996.0,5
3251,95003,0,234,36.94913,-121.87222,1188679.0,3.0,2.0,2096.0,160.0,1978.0,5
3252,95003,0,245,36.94931,-121.87223999999999,996312.0,3.0,2.0,1330.0,270.0,1978.0,0
3256,95003,0,51,36.94576,-121.87053,1187477.0,3.0,2.5,2093.0,210.0,1986.0,5
3257,95003,0,79,36.946259999999995,-121.87071,1297346.0,4.0,2.5,2776.0,196.0,1983.0,5
3259,95003,0,112,36.94639,-121.87055,1468034.0,4.0,3.5,3378.0,198.0,1986.0,1
3260,95003,0,115,36.94593,-121.87018,1447251.0,3.0,3.0,3160.0,436.0,1984.0,1
3266,95003,0,275,36.94645,-121.86908999999999,1153931.0,3.0,3.0,1566.0,554.0,1977.0,5
3267,95003,0,297,36.946979999999996,-121.86932,1327962.0,4.0,2.5,2816.0,170.0,1983.0,1
3269,95003,0,312,36.947109999999995,-121.86916000000001,1212861.0,3.0,2.5,2177.0,524.0,1993.0,5
3273,95003,0,362,36.94727,-121.86876000000001,1011924.0,3.0,2.0,1476.0,477.0,1977.0,0
3275,95003,0,448,36.94737,-121.86835,1191650.0,3.0,2.5,2145.0,340.0,1979.0,5
3279,95003,0,511,36.94721,-121.86751000000001,1117680.0,3.0,2.0,1935.0,195.0,1978.0,5
3282,95003,0,296,36.94789,-121.86761000000001,1440391.0,4.0,2.5,2836.0,147.0,1989.0,1
3285,95003,0,298,36.9484,-121.86798,1324469.0,4.0,2.5,2807.0,326.0,1988.0,1
3287,95003,0,300,36.94874,-121.86743,1163808.0,4.0,3.0,2052.0,172.0,1989.0,5
3289,95003,0,301,36.94853,-121.867,1181977.0,4.0,2.5,2374.0,173.0,1988.0,5
3290,95003,0,302,36.948879999999996,-121.86711000000001,1201291.0,4.0,2.5,2455.0,286.0,1988.0,5
3292,95003,0,304,36.949040000000004,-121.86676999999999,1279315.0,4.0,2.5,2785.0,140.0,1988.0,5
3297,95003,0,1100,36.959959999999995,-121.88622,2305208.0,3.0,2.5,2257.0,332.0,1979.0,2
3298,95003,0,1106,36.95963,-121.88658000000001,2647642.0,3.0,3.0,2769.0,587.0,1998.0,4
3302,95003,0,1128,36.95937,-121.88632,3461137.0,5.0,4.5,4169.0,144.0,1983.0,4
3306,95003,0,1140,36.9591,-121.88605,2423900.0,4.0,3.5,2949.0,237.0,1979.0,2
3307,95003,0,1149,36.95905,-121.88553,1276613.0,4.0,2.5,2215.0,148.0,1970.0,5
3309,95003,0,1151,36.95875,-121.88563,1463855.0,4.0,2.5,2243.0,237.0,1970.0,1
3310,95003,0,1161,36.9581193,-121.886032,1134210.0,3.0,2.0,1551.0,235.0,1975.0,5
3319,95003,0,1184,36.95726,-121.88555,3734193.0,3.0,4.5,5106.0,294.0,1977.0,4
3324,95003,0,1194,36.95655,-121.88485,2715701.0,3.0,2.5,2640.0,415.0,1989.0,4
3325,95003,0,1195,36.956579999999995,-121.88436000000002,2713969.0,4.0,3.5,2734.0,124.0,1998.0,4
3330,95003,0,1223,36.95523,-121.88468,3030648.0,3.0,3.0,3726.0,497.0,1982.0,4
3332,95003,0,15,36.95485,-121.88425,3158361.0,3.0,3.5,3657.0,369.0,1976.0,4
3333,95003,0,32,36.95459,-121.88396000000002,2858194.0,4.0,3.0,2565.0,326.0,1977.0,4
3336,95003,0,69,36.95377,-121.88278000000001,2743848.0,3.0,2.5,3823.0,497.0,1988.0,4
3337,95003,0,36,36.94979,-121.87438,1186221.0,3.0,2.5,2616.0,388.0,1980.0,5
3339,95003,0,102,36.9498,-121.87387,1163592.0,3.0,3.0,2117.0,156.0,1978.0,5
3340,95003,0,126,36.949290000000005,-121.87406999999999,1273623.0,3.0,3.0,3027.0,116.0,1982.0,5
3342,95003,0,166,36.94916,-121.87391000000001,1175620.0,4.0,2.5,2572.0,334.0,1977.0,5
3347,95003,0,308,36.94892,-121.87262,1326757.0,3.0,3.0,2964.0,245.0,1986.0,1
3349,95003,0,363,36.94863,-121.8729,1172615.0,4.0,2.5,2417.0,180.0,1984.0,5
3350,95003,0,393,36.9484,-121.87324,1182849.0,2.0,2.5,2378.0,578.0,1978.0,5
3352,95003,0,449,36.94852,-121.87306000000001,1270519.0,4.0,2.0,2712.0,258.0,1978.0,5
3353,95003,0,1168,36.95857,-121.88505,825357.0,2.0,2.0,1094.0,366.0,1970.0,3
3354,95003,0,1198,36.95639,-121.88331000000001,919563.0,3.0,2.5,1770.0,105.0,1973.0,0
3357,95003,0,1204,36.95632,-121.88383,2741174.0,3.0,3.5,3208.0,662.0,1981.0,4
3375,95003,0,6,36.95588,-121.88208,785086.0,2.0,2.0,1263.0,495.0,1974.0,3
3380,95003,0,12,36.9554064,-121.88236210000001,801931.0,3.0,2.0,1504.0,151.0,1975.0,3
3381,95003,0,14,36.9552,-121.8828,2739669.0,3.0,3.5,3118.0,221.0,1974.0,4
3385,95003,0,18,36.95508,-121.88266999999999,3103359.0,4.0,4.5,3487.0,383.0,1980.0,4
3387,95003,0,28,36.9553,-121.88203,827552.0,2.0,2.5,1849.0,215.0,1981.0,3
3390,95003,0,31,36.95518,-121.88195,805228.0,2.0,2.0,1549.0,358.0,1981.0,3
3400,95003,0,39,36.95507,-121.88176000000001,805229.0,2.0,2.0,1549.0,474.0,1981.0,3
3401,95003,0,40,36.95499,-121.88163999999999,826293.0,2.0,2.5,1849.0,176.0,1981.0,3
3402,95003,0,44,36.9547514,-121.88160239999999,925510.0,3.0,2.5,1849.0,426.0,1981.0,0
3412,95003,0,53,36.95452,-121.8813,803142.0,2.0,2.0,1420.0,542.0,1985.0,3
3415,95003,0,56,36.954809999999995,-121.8812,804226.0,2.0,2.0,1420.0,486.0,1986.0,3
3422,95003,0,93,36.95363,-121.88115,933886.0,2.0,3.0,2274.0,329.0,1984.0,0
3424,95003,0,98,36.95377,-121.88103000000001,937887.0,2.0,2.5,2274.0,172.0,1994.0,0
3425,95003,0,127,36.95395,-121.88083999999999,823888.0,2.0,2.0,1859.0,412.0,1984.0,3
3427,95003,0,128,36.953990000000005,-121.88078,823740.0,2.0,2.0,1859.0,592.0,1984.0,3
3428,95003,0,129,36.95443,-121.88073,836781.0,3.0,2.5,1842.0,201.0,1986.0,3
3430,95003,0,130,36.954370000000004,-121.88073,836903.0,3.0,2.5,1842.0,442.0,1986.0,3
3436,95003,0,134,36.9538,-121.88026,936816.0,2.0,2.5,2274.0,528.0,1984.0,0
3440,95003,0,138,36.95375,-121.87998999999999,929500.0,2.0,2.5,2589.0,463.0,1984.0,0
3441,95003,0,84,36.94662,-121.87103,1384256.0,3.0,2.5,3001.0,198.0,1986.0,1
3446,95003,0,171,36.94697,-121.87052,1476840.0,4.0,3.0,2635.0,569.0,2007.0,1
3451,95003,0,1119,36.98709,-121.91246000000001,978385.0,3.0,2.5,2162.0,178.0,1972.0,0
3452,95003,0,594,36.979009999999995,-121.90345,783087.0,2.0,2.5,1606.0,134.0,1990.0,3
3453,95003,0,668,36.9797,-121.90346000000001,743336.0,2.0,2.5,1606.0,146.0,1990.0,3
3454,95003,0,742,36.98087,-121.90346000000001,746031.0,2.0,2.5,1785.0,339.0,1986.0,3
3455,95003,0,753,36.98018,-121.90293,665756.0,2.0,2.5,1442.0,132.0,1990.0,3
3457,95003,0,961,36.96829,-121.88082,1273267.0,2.0,2.0,2508.0,199.0,1979.0,5
3458,95003,0,1192,36.967040000000004,-121.87118000000001,765423.0,3.0,2.0,1428.0,182.0,1977.0,3
3460,95003,0,644,36.983129999999996,-121.91009,1010197.0,3.0,3.0,2215.0,192.0,1987.0,0
3461,95003,0,691,36.98385,-121.90961000000001,868476.0,3.0,2.0,1655.0,356.0,1975.0,0
3465,95003,0,468,36.97919,-121.87378000000001,907531.0,4.0,3.0,1947.0,135.0,1964.0,0
3467,95003,0,535,36.9847045,-121.9340382,561352.0,2.0,2.0,1210.0,277.0,1989.0,3
3469,95003,0,537,36.9854615,-121.93385959999999,564520.0,2.0,2.0,1210.0,141.0,1989.0,3
3471,95003,0,561,36.98538,-121.93343999999999,579714.0,2.0,2.0,1016.0,206.0,1982.0,3
3476,95003,0,436,36.97272,-121.90168,1126075.0,3.0,2.5,1854.0,312.0,2007.0,5
3479,95003,0,454,36.972640000000006,-121.90085,1094592.0,3.0,2.0,2016.0,131.0,1976.0,5
3482,95003,0,479,36.97217,-121.9012,1058252.0,3.0,2.0,1692.0,254.0,1976.0,0
3484,95003,0,881,36.96555,-121.87926999999999,1235871.0,3.0,2.5,2594.0,153.0,1981.0,5
3485,95003,0,888,36.96564,-121.87966999999999,1400349.0,3.0,3.0,3190.0,298.0,1979.0,1
3486,95003,0,898,36.96594,-121.87964,1082841.0,3.0,2.5,1908.0,252.0,1982.0,5
3488,95003,0,914,36.98061,-121.8998,1159268.0,4.0,3.0,2060.0,166.0,1995.0,5
3490,95003,0,920,36.98042,-121.90001000000001,928769.0,3.0,3.0,2032.0,160.0,1994.0,0
3491,95003,0,934,36.98028,-121.89991,1109183.0,3.0,2.5,2474.0,131.0,1992.0,5
3495,95003,0,43,36.96399,-121.87038999999999,1815716.0,4.0,3.5,3133.0,361.0,2004.0,2
3497,95003,0,68,36.96505,-121.87048999999999,1735264.0,5.0,3.5,3382.0,464.0,2004.0,2
3502,95003,0,107,36.963809999999995,-121.87173,1837008.0,4.0,3.5,3347.0,525.0,2005.0,2
3503,95003,0,113,36.963640000000005,-121.87123999999999,1663690.0,3.0,3.0,3028.0,106.0,2002.0,1
3507,95003,0,145,36.96322,-121.87133999999999,1653475.0,4.0,3.0,3381.0,341.0,2002.0,1
3508,95003,0,154,36.96317,-121.87199,1766462.0,4.0,3.5,3023.0,132.0,2005.0,2
3516,95003,0,270,36.96143,-121.87213,2407679.0,4.0,4.5,4258.0,393.0,2003.0,2
3517,95003,0,292,36.96111,-121.87239,4220421.0,6.0,6.5,8439.0,154.0,2012.0,4
3519,95003,0,310,36.961,-121.87178999999999,1880601.0,3.0,3.5,3113.0,257.0,2005.0,2
