,Unnamed: 0,Unnamed: 0.1,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
40,40,40,California,CA,95060,Santa Cruz County,Santa Cruz,1013 3rd St,36.966029,-122.0239648,Single Family Home;Lot Size: 3%833 sqft;Built in 1895;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Foundation Type: Concrete Perimeter;Roof: Shingle Composition;MLS/Source ID: 81226636;,$1%041%395,12/13/2012:$399%000:Posting Removed;11/30/2012:$479%000:Sold;10/13/2012:$399%000:Pending;10/11/2012:$399%000:Pending to Active Status;09/13/2012:$399%000:Pending;08/21/2012:$399%000:Pending to Active Status;08/14/2012:$399%000:Pending;07/17/2012:$399%000:Listed For Sale;11/06/2011:$625%000:Posting Removed;10/03/2011:$625%000:Listed For Sale;03/15/2005:$835%000:Sold;09/24/2004:$275%000:Sold;05/22/2003:$545%000:Sold,Year:2018;Tax:$6%726;Assessment:;Land:$334%419;Improvements:$233%050;Total:$567%469,?,?,?,?,Built in 1895
41,41,41,California,CA,95060,Santa Cruz County,Santa Cruz,1017 3rd St,36.9659889,-122.0240981,Single Family Home;Lot Size: 6%534 sqft;Built in 1910;MLS/Source ID: ML81633767;,$1%514%614,02/23/2017:$1%550%000:Posting Removed;02/22/2017:$1%445%000:Sold;01/22/2017:$1%550%000:Pending;12/13/2016:$1%550%000:Listed For Sale;05/28/2004:$1%167%500:Sold;10/30/1996:$370%000:Sold,Year:2018;Tax:$16%745;Assessment:;Land:$861%900;Improvements:$612%000;Total:$1%473%900,?,?,?,?,Built in 1910
42,42,42,California,CA,95060,Santa Cruz County,Santa Cruz,1033 3rd St #5,34.0206411,-118.5013463,3 Beds;3 Baths;1%811 sqft;Condo;1%220 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 1-027;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$947%063,09/05/2009:$625%000:Posting Removed;06/13/2009:$625%000:Listed For Sale,Year:2018;Tax:$6%545;Assessment:;Land:$270%565;Improvements:$281%388;Total:$551%953,3 Beds,3 Baths,1%811 sqft,?,Built in 1980
43,43,43,California,CA,95060,Santa Cruz County,Santa Cruz,1035 3rd St,36.965514,-122.0239204,Condo;Lot Size: 1%437 sqft;Built in 1980;Washer;Dryer;Garage;,$939%835,09/16/2003:$488%000:Sold;05/19/2000:$459%000:Sold,Year:2018;Tax:$7%189;Assessment:;Land:$365%872;Improvements:$243%915;Total:$609%787,?,?,?,?,Built in 1980
44,44,44,California,CA,95060,Santa Cruz County,Santa Cruz,122 Acadia Ave,36.9663471,-122.0360877,3 Beds;2 Baths;1%721 sqft;Single Family Home;6%752 sqft lot size;Built in 1955;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%147%175,04/02/2019:$400%000:Sold,Year:2018;Tax:$1%293;Assessment:;Land:$22%698;Improvements:$56%262;Total:$78%960,3 Beds,2 Baths,1%721 sqft,?,Built in 1955
45,45,45,California,CA,95060,Santa Cruz County,Santa Cruz,125 Acadia Ave,36.9659719,-122.0364147,2 Beds;1 Bath;975 sqft;Single Family Home;$225/sqft;6%229 sqft lot size;Built in 1946;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$877%577,10/18/1996:$219%000:Sold,Year:2018;Tax:$4%391;Assessment:;Land:$156%742;Improvements:$200%832;Total:$357%574,2 Beds,?,975 sqft,$225/sqft,Built in 1946
46,46,46,California,CA,95060,Santa Cruz County,Santa Cruz,126 Acadia Ave,36.9662937,-122.0362653,3 Beds;2 Baths;1%503 sqft;Single Family Home;$153/sqft;6%882 sqft lot size;Built in 1925;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%064%383,07/29/1994:$230%000:Sold,Year:2018;Tax:$3%942;Assessment:;Land:$199%299;Improvements:$151%883;Total:$351%182,3 Beds,2 Baths,1%503 sqft,$153/sqft,Built in 1925
47,47,47,California,CA,95060,Santa Cruz County,Santa Cruz,130 Acadia Ave,36.9663158,-122.0364429,Single Family Home;Lot Size: 7%013 sqft;Built in 1947;Detached Single Family% 1 Story% Traditional Architecture;MLS/Source ID: 81240163;,$968%676,11/30/2012:$620%000:Sold;11/18/2012:$595%000:Posting Removed;11/08/2012:$595%000:Listed For Sale,Year:2018;Tax:$7%877;Assessment:;Land:$436%151;Improvements:$234%851;Total:$671%002,?,?,?,?,Built in 1947
48,48,48,California,CA,95060,Santa Cruz County,Santa Cruz,132 Acadia Ave,36.9663889,-122.0365761,Single Family Home;Lot Size: 7%144 sqft;Built in 1947;7 Rooms;Rooms: Walk In Closet;Heating: Wall;Heating Fuel: Electric;Cooling System: None;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Hardwood;Double Paned Windows;Parking: Attached Garage;Garage;Parking Spaces: 2;Cable Ready;Contemporary Architecture;Stories: 1;Exterior: Wood;Roof: Shake Shingle;Year Updated: 1947;Patio;Porch;Lawn;MLS/Source ID: ML81748061;,$1%385%829,05/20/2019:$1%275%000:Posting Removed;05/03/2019:$1%275%000:Pending;04/22/2019:$1%275%000:Listed For Sale;10/15/2015:$999%000:Posting Removed;09/05/2015:$999%000:Listed For Sale;03/16/2007:$793%500:Sold;06/30/1999:$370%000:Sold,Year:2018;Tax:$10%803;Assessment:;Land:$588%750;Improvements:$345%301;Total:$934%051,?,?,?,?,Built in 1947
49,49,49,California,CA,95060,Santa Cruz County,Santa Cruz,133 Acadia Ave,36.9659699,-122.0367128,3 Beds;1 Bath;1%363 sqft;Single Family Home;$209/sqft;6%447 sqft lot size;Built in 1947;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$893%503,10/30/1998:$284%500:Sold,Year:2018;Tax:$4%666;Assessment:;Land:$233%543;Improvements:$155%694;Total:$389%237,3 Beds,?,1%363 sqft,$209/sqft,Built in 1947
50,50,50,California,CA,95060,Santa Cruz County,Santa Cruz,139 Acadia Ave,36.96601800000001,-122.0369313,Single Family Home;Lot Size: 7%057 sqft;Built in 1948;Rooms: Dining Room;Heating: Forced Air;Cooling System: None;Dishwasher;Floors: Carpet% Hardwood;Roof: Composition;Year Updated: 1948;MLS/Source ID: ML81737749;,$889%074,03/13/2019:$875%000:Sold;03/02/2019:$895%000:Posting Removed;02/05/2019:$895%000:Listed For Sale,Year:2018;Tax:$3%056;Assessment:;Land:$120%120;Improvements:$124%404;Total:$244%524,?,?,?,?,Built in 1948
51,51,51,California,CA,95060,Santa Cruz County,Santa Cruz,142 Acadia Ave,36.9663448,-122.0369424,2 Beds;1 Bath;1%069 sqft;Single Family Home;$374/sqft;6%621 sqft lot size;Built in 1954;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$880%167,05/13/2014:$400%000:Sold,Year:2018;Tax:$4%107;Assessment:;Land:$229%432;Improvements:$109%538;Total:$338%970,2 Beds,?,1%069 sqft,$374/sqft,Built in 1954
52,52,52,California,CA,95060,Santa Cruz County,Santa Cruz,143 Acadia Ave,36.9660492,-122.037176,Single Family Home;Lot Size: 1%699 sqft;Built in 2002;Heating: Radiant;Garage;MLS/Source ID: 81210357;,$756%656,05/10/2012:$499%000:Posting Removed;05/09/2012:$499%000:Sold;03/21/2012:$499%000:Listed For Sale;12/22/2006:$615%000:Sold;07/15/2002:$485%000:Sold;10/01/2001:$79%000:Sold,Year:2018;Tax:$6%463;Assessment:;Land:$413%965;Improvements:$136%884;Total:$550%849,?,?,?,?,Built in 2002
53,53,53,California,CA,95060,Santa Cruz County,Santa Cruz,102 Adobe St,36.978212,-122.028227,3 Beds;2 Baths;1%927 sqft;Condo;1%133 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 1-032;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$824%826,03/31/2004:$639%000:Sold,Year:2018;Tax:$9%209;Assessment:;Land:$479%086;Improvements:$319%390;Total:$798%476,3 Beds,2 Baths,1%927 sqft,?,Built in 1980
54,54,54,California,CA,95060,Santa Cruz County,Santa Cruz,106 Adobe St,36.97861899999999,-122.028277,Condo;$397/sqft;Lot Size: 1%176 sqft;$648/monthly HOA;Built in 1980;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Cooling System: None;Refrigerator;Microwave;Floors: Hardwood;Great Views;Fireplace;Cable Ready;Contemporary Architecture;Roof: Composition;Garden;MLS/Source ID: ML81728033;See Virtual Tour,$765%000,02/19/2019:$765%000:Sold;01/17/2019:$795%000:Posting Removed;01/03/2019:$795%000:Pending;12/27/2018:$795%000:Price Change:$64%000: (-7%);11/12/2018:$859%000:Price Change:$40%000: (-4%);10/21/2018:$899%000:Listed For Sale;04/11/2013:$600%000:Sold;04/02/2013:$585%000:Posting Removed;03/14/2013:$585%000:Pending;03/09/2013:$585%000:Listed For Sale;10/09/2011:$585%000:Posting Removed;09/09/2011:$585%000:Price Change:$36%000: (7%);07/07/2011:$549%000:Price Change:$36%000: (-6%);01/15/2011:$585%000:Price Change:$35%000: (-6%);10/22/2010:$620%000:Listed For Sale,Year:2018;Tax:$7%629;Assessment:;Land:$389%614;Improvements:$259%743;Total:$649%357,?,?,?,$397/sqft,Built in 1980
55,55,55,California,CA,95060,Santa Cruz County,Santa Cruz,108 Adobe St,36.978643,-122.028198,Condo;Lot Size: 1%176 sqft;$668/monthly HOA;Built in 1980;5 Rooms;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Cooling System: None;Air Conditioning;Fireplace;Parking: Attached Garage;Garage;Parking Spaces: 1;Roof: Composition;Year Updated: 1980;Deck;Garden;MLS/Source ID: ML81740160;,$718%225,04/08/2019:$669%000:Sold;03/29/2019:$699%000:Posting Removed;03/08/2019:$699%000:Pending;02/24/2019:$699%000:Listed For Sale;01/19/1999:$200%000:Sold,Year:2018;Tax:$1%929;Assessment:;Land:$30%110;Improvements:$113%733;Total:$143%843,?,?,?,?,Built in 1980
56,56,56,California,CA,95060,Santa Cruz County,Santa Cruz,110 Adobe St,36.978641,-122.028094,2 Beds;2 Baths;1%338 sqft;Condo;$153/sqft;1%350 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$692%472,01/06/1995:$205%000:Sold,Year:2018;Tax:$3%395;Assessment:;Land:$151%316;Improvements:$151%316;Total:$302%632,2 Beds,2 Baths,1%338 sqft,$153/sqft,Built in 1980
57,57,57,California,CA,95060,Santa Cruz County,Santa Cruz,112 Adobe St,36.978492,-122.027749,2 Beds;2 Baths;1%338 sqft;Condo;$288/sqft;1%350 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Condominium (Residential);,$692%348,08/24/2001:$385%000:Sold;08/20/1999:$270%000:Sold,Year:2018;Tax:$5%588;Assessment:;Land:$299%919;Improvements:$199%947;Total:$499%866,2 Beds,2 Baths,1%338 sqft,$288/sqft,Built in 1980
58,58,58,California,CA,95060,Santa Cruz County,Santa Cruz,114 Adobe St,36.978414,-122.027753,Condo;Lot Size: 1%350 sqft;Built in 1980;Washer;Dryer;Floors: Hardwood;Balcony;Fireplace;Parking: Off Street;Garage;,$692%231,08/30/2002:$440%000:Sold,Year:2018;Tax:$6%556;Assessment:;Land:$350%049;Improvements:$209%838;Total:$559%887,?,?,?,?,Built in 1980
59,59,59,California,CA,95060,Santa Cruz County,Santa Cruz,116 Adobe St,36.97828000000001,-122.027711,Condo;Lot Size: 1%176 sqft;Built in 1980;Townhouse(s)% Townhouse Architecture;MLS/Source ID: ML81435518;,$712%069,02/23/2015:$665%000:Sold;01/20/2015:$675%000:Posting Removed;01/13/2015:$675%000:Price Change:$10%000: (-1%);12/13/2014:$685%000:Pending to Active Status;11/08/2014:$685%000:Pending;10/17/2014:$685%000:Pending to Active Status;10/12/2014:$685%000:Pending;09/30/2014:$685%000:Listed For Sale;03/02/2006:$760%000:Sold;12/16/2003:$610%000:Sold;11/27/1996:$231%500:Sold,Year:2018;Tax:$8%141;Assessment:;Land:$421%450;Improvements:$280%967;Total:$702%417,?,?,?,?,Built in 1980
60,60,60,California,CA,95060,Santa Cruz County,Santa Cruz,100 Alamo Ave,36.9628326,-122.0536701,Single Family Home;Lot Size: 0.67 acres;Built in 1982;Parking: 3 Or More Car Garage;Detached Single Family% 1 Story Architecture;MLS/Source ID: 81028160;,$1%699%881,06/15/2009:$680%000:Sold;12/31/2007:$1%850%000:Sold,Year:2018;Tax:$13%010;Assessment:;Land:$565%887;Improvements:$573%623;Total:$1%139%510,?,?,?,?,Built in 1982
61,61,61,California,CA,95060,Santa Cruz County,Santa Cruz,101 Alamo Ave,36.9630182,-122.054558,3 Beds;2.5 Baths;2%496 sqft;Single Family Home;$329/sqft;6%055 sqft lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 3;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%326%607,09/15/2000:$820%000:Sold,Year:2018;Tax:$12%492;Assessment:;Land:$651%569;Improvements:$434%377;Total:$1%085%946,3 Beds,2.5 Baths,2%496 sqft,$329/sqft,Built in 1978
62,62,62,California,CA,95060,Santa Cruz County,Santa Cruz,102 Alamo Ave,36.9631895,-122.054114,3 Beds;3 Baths;2%114 sqft;Single Family Home;$101/sqft;8%102 sqft lot size;Built in 1992;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%326%733,08/03/2000:$212%500:Sold,Year:2018;Tax:$8%482;Assessment:;Land:$452%235;Improvements:$280%142;Total:$732%377,3 Beds,3 Baths,2%114 sqft,$101/sqft,Built in 1992
63,63,63,California,CA,95060,Santa Cruz County,Santa Cruz,112 Alamo Ave,36.9635087,-122.054558,Single Family Home;Lot Size: 5%750 sqft;Built in 1977;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom% Loft;Air Conditioning;Great Views;Fireplace;Skylight;Parking Spaces: 2;Contemporary%Cottage Architecture;Foundation Type: Concrete perimeter%concrete perimeter and slab;Roof: Composition Shingle;Deck;MLS/Source ID: 81460682;,$948%983,07/16/2015:$849%000:Posting Removed;07/16/2015:$837%500:Sold;06/11/2015:$849%000:Pending;05/22/2015:$849%000:Pending to Active Status;05/13/2015:$849%000:Pending;05/08/2015:$849%000:Pending to Active Status;05/03/2015:$849%000:Pending;04/19/2015:$849%000:Listed For Sale;09/23/2004:$680%000:Sold,Year:2018;Tax:$10%028;Assessment:;Land:$609%935;Improvements:$261%401;Total:$871%336,?,?,?,?,Built in 1977
64,64,64,California,CA,95060,Santa Cruz County,Santa Cruz,116 Alamo Ave,36.9635952,-122.0546468,3 Beds;2 Baths;1%218 sqft;Single Family Home;$385/sqft;5%750 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Construction Type: Frame;Ranch/Rambler;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$950%318,01/12/2001:$468%500:Sold,Year:2018;Tax:$7%403;Assessment:;Land:$401%575;Improvements:$233%772;Total:$635%347,3 Beds,2 Baths,1%218 sqft,$385/sqft,Built in 1976
65,65,65,California,CA,95060,Santa Cruz County,Santa Cruz,120 Alamo Ave,36.9637194,-122.0547356,Single Family Home;Lot Size: 5%750 sqft;Built in 1977;Detached Single Family% 2 Stories% Contemporary Architecture;MLS/Source ID: 81327655;,$1%133%245,09/10/2013:$787%000:Sold;09/07/2013:$789%000:Posting Removed;08/07/2013:$789%000:Pending;08/01/2013:$789%000:Listed For Sale;03/26/2004:$738%000:Sold;06/20/2003:$649%000:Sold;03/07/1997:$334%000:Sold,Year:2018;Tax:$9%845;Assessment:;Land:$508%734;Improvements:$339%156;Total:$847%890,?,?,?,?,Built in 1977
66,66,66,California,CA,95060,Santa Cruz County,Santa Cruz,123 Alamo Ave,36.96341049999999,-122.0551352,Single Family Home;$462/sqft;Lot Size: 4%008 sqft;Built in 1972;9 Rooms;Rooms: Dining Room;Heating: Forced Air;Cooling System: None;Air Conditioning;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Floors: Laminate% Tile;Great Views;Fireplace;Parking: Attached Garage;Garage;Parking Spaces: 2;Cable Ready;Spanish Architecture;Roof: Composition;Year Updated: 1972;Deck;MLS/Source ID: ML81731645;See Virtual Tour,$1%199%500,04/16/2019:$1%199%500:Sold,Year:2018;Tax:$1%555;Assessment:;Land:$19%334;Improvements:$110%221;Total:$129%555,?,?,?,$462/sqft,Built in 1972
67,67,67,California,CA,95060,Santa Cruz County,Santa Cruz,124 Alamo Ave,36.9638169,-122.0549132,4 Beds;3 Baths;2%544 sqft;Single Family Home;$263/sqft;5%750 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%335%874,03/25/2004:$670%000:Sold;06/16/2003:$609%524:Sold;10/22/1997:$340%000:Sold,Year:2018;Tax:$9%309;Assessment:;Land:$468%589;Improvements:$331%137;Total:$799%726,4 Beds,3 Baths,2%544 sqft,$263/sqft,Built in 1976
68,68,68,California,CA,95060,Santa Cruz County,Santa Cruz,127 Alamo Ave,36.9634593,-122.0552239,Single Family Home;Lot Size: 4%008 sqft;Built in 1973;Cable / Satellite;MLS/Source ID: 81131258;,$790%774,11/01/2011:$400%000:Sold;10/29/2011:$399%000:Posting Removed;08/13/2011:$399%000:Price Change:$51%000: (-11%);07/27/2011:$450%000:Price Change:$25%000: (-5%);07/17/2011:$475%000:Listed For Sale;11/18/1996:$217%000:Sold;08/03/1994:$217%000:Sold,Year:2018;Tax:$5%326;Assessment:;Land:$331%172;Improvements:$110%391;Total:$441%563,?,?,?,?,Built in 1973
69,69,69,California,CA,95060,Santa Cruz County,Santa Cruz,131 Alamo Ave,36.9635457,-122.0553127,3 Beds;2 Baths;1%254 sqft;Single Family Home;$343/sqft;4%008 sqft lot size;Built in 1973;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$946%372,05/04/2001:$430%000:Sold,Year:2018;Tax:$6%748;Assessment:;Land:$341%676;Improvements:$227%784;Total:$569%460,3 Beds,2 Baths,1%254 sqft,$343/sqft,Built in 1973
70,70,70,California,CA,95060,Santa Cruz County,Santa Cruz,133 Alamo Ave,36.9636524,-122.0553686,3 Beds;2.5 Baths;1%207 sqft;Single Family Home;$202/sqft;4%008 sqft lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$963%315,02/25/1997:$244%000:Sold,Year:2018;Tax:$4%221;Assessment:;Land:$174%634;Improvements:$174%634;Total:$349%268,3 Beds,2.5 Baths,1%207 sqft,$202/sqft,Built in 1974
71,71,71,California,CA,95060,Santa Cruz County,Santa Cruz,136 Alamo Ave,36.9640995,-122.0552905,Single Family Home;$672/sqft;Lot Size: 5%924 sqft;Built in 1974;Rooms: Dining Room;Heating: Forced Air;Floors: Carpet% Laminate% Tile;Fireplace;Roof: Composition;Garden;MLS/Source ID: ML81710521;,$1%145%000,08/10/2018:$1%145%000:Sold,Year:2018;Tax:$2%995;Assessment:;Land:$105%240;Improvements:$133%772;Total:$239%012,?,?,?,$672/sqft,Built in 1974
72,72,72,California,CA,95060,Santa Cruz County,Santa Cruz,137 Alamo Ave,36.9637187,-122.0554903,3 Beds;2 Baths;1%502 sqft;Single Family Home;$160/sqft;4%008 sqft lot size;Built in 1974;County: Santa Cruz;Tax Rate Code Area: 1-032;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$971%854,12/13/1995:$240%000:Sold,Year:2018;Tax:$4%234;Assessment:;Land:$175%205;Improvements:$175%205;Total:$350%410,3 Beds,2 Baths,1%502 sqft,$160/sqft,Built in 1974
73,73,73,California,CA,95060,Santa Cruz County,Santa Cruz,139 Alamo Ave,36.963754,-122.0556235,Single Family Home;Lot Size: 4%008 sqft;Built in 1977;Rooms: Dining Room;Heating: Forced Air;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Tile;Fireplace;Garage;Roof: Composition;MLS/Source ID: ML81676463;See Virtual Tour,$1%304%679,10/06/2017:$880%000:Sold;09/23/2017:$880%000:Posting Removed;09/13/2017:$880%000:Pending;09/05/2017:$880%000:Listed For Sale;03/19/2004:$679%000:Sold,Year:2018;Tax:$10%202;Assessment:;Land:$528%000;Improvements:$352%000;Total:$880%000,?,?,?,?,Built in 1977
74,74,74,California,CA,95060,Santa Cruz County,Santa Cruz,143 Alamo Ave,36.9638782,-122.0557123,Single Family Home;Lot Size: 4%008 sqft;Built in 2000;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Fireplace;Foundation Type: Concrete Slab;Roof: Clay Composition;MLS/Source ID: 81223071;,$1%311%753,11/06/2012:$660%000:Sold;06/29/2012:$649%000:Posting Removed;06/20/2012:$649%000:Listed For Sale;10/15/2004:$819%000:Sold;05/20/2002:$677%500:Sold,Year:2018;Tax:$8%281;Assessment:;Land:$428%576;Improvements:$285%717;Total:$714%293,?,?,?,?,Built in 2000
75,75,75,California,CA,95060,Santa Cruz County,Santa Cruz,200 Alamo Ave,36.9642248,-122.0553127,Single Family Home;Lot Size: 5%881 sqft;Built in 1974;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Floors: Laminate% Tile;Fireplace;Garage;Roof: Composition;MLS/Source ID: ML81685717;See Virtual Tour,$1%094%471,12/29/2017:$1%100%000:Sold;12/05/2017:$975%000:Posting Removed;11/29/2017:$975%000:Listed For Sale,Year:2018;Tax:$12%586;Assessment:;Land:$770%000;Improvements:$330%000;Total:$1%100%000,?,?,?,?,Built in 1974
76,76,76,California,CA,95060,Santa Cruz County,Santa Cruz,215 Alamo Ave,36.964555,-122.0558455,1 Bed;2 Baths;1%664 sqft;Single Family Home;$195/sqft;5%968 sqft lot size;Built in 1971;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$983%949,05/27/2005:$324%000:Sold;06/21/2004:$684%000:Sold,Year:2018;Tax:$9%920;Assessment:;Land:$512%824;Improvements:$341%882;Total:$854%706,?,2 Baths,1%664 sqft,$195/sqft,Built in 1971
77,77,77,California,CA,95060,Santa Cruz County,Santa Cruz,217 Alamo Ave,36.9646183,-122.0558233,Single Family Home;$488/sqft;Lot Size: 5%837 sqft;Built in 1975;7 Rooms;Rooms: Dining Room;Heating: Forced Air;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Linoleum Vinyl% Tile;Great Views;Vaulted Ceiling;Garage;Parking Spaces: 3;Stories: 2;Roof: Composition;Year Updated: 1975;Patio;MLS/Source ID: ML81723410;,$977%500,10/30/2018:$999%998:Posting Removed;10/30/2018:$977%500:Sold;10/03/2018:$999%998:Pending;09/27/2018:$999%998:Price Change:$99%002: (-9%);09/13/2018:$1%099%000:Listed For Sale;05/09/2014:$749%500:Posting Removed;05/09/2014:$740%000:Sold;04/09/2014:$749%500:Pending;03/26/2014:$749%500:Listed For Sale,Year:2018;Tax:$9%281;Assessment:;Land:$518%215;Improvements:$279%039;Total:$797%254,?,?,?,$488/sqft,Built in 1975
