,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
45,45,California,CA,95003,Santa Cruz County,Aptos,201 Appleton Dr,36.966896,-121.896741,Single Family Home;$552/sqft;Lot Size: 9%496 sqft;Built in 1973;180+ Days on Trulia;7 Rooms;Rooms: Dining Room% Family Room% Walk In Closet;Heating: Forced Air;Heating Fuel: Gas;Cooling System: Central;Air Conditioning;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Hardwood;Fireplace;Skylight;Vaulted Ceiling;Double Paned Windows;Ceiling Fan;Garage;Parking Spaces: 2;Cable Ready;Stories: 1;Year Updated: 1973;Deck;Garden;MLS/Source ID: 81702251;,$1%403%937,07/10/2018:$1%205%000:Sold;09/19/1997:$355%000:Sold,Year:2018;Tax:$7%094;Assessment:;Land:$315%757;Improvements:$255%784;Total:$571%541,?,?,?,$552/sqft,Built in 1973
46,46,California,CA,95003,Santa Cruz County,Aptos,202 Appleton Dr,36.966822,-121.896551,3 Beds;2 Baths;1%563 sqft;Single Family Home;$399/sqft;6%098 sqft lot size;Built in 1963;County: Santa Cruz;Tax Rate Code Area: 69-273;8 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%033%931,07/09/2010:$623%000:Sold;09/30/1998:$368%000:Sold,Year:2018;Tax:$8%574;Assessment:;Land:$478%544;Improvements:$222%946;Total:$701%490,3 Beds,2 Baths,1%563 sqft,$399/sqft,Built in 1963
47,47,California,CA,95003,Santa Cruz County,Aptos,206 Appleton Dr,36.966881,-121.896491,4 Beds;2 Baths;1%867 sqft;Single Family Home;$339/sqft;5%140 sqft lot size;Built in 1964;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Units: 1;Stories: 1 story;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%194%074,07/22/2003:$632%000:Sold;04/06/1999:$382%500:Sold;08/02/1996:$259%000:Sold,Year:2018;Tax:$9%451;Assessment:;Land:$499%828;Improvements:$289%899;Total:$789%727,4 Beds,2 Baths,1%867 sqft,$339/sqft,Built in 1964
48,48,California,CA,95003,Santa Cruz County,Aptos,209 Appleton Dr,36.967015,-121.896622,Single Family Home;Lot Size: 8%886 sqft;Built in 1967;180+ Days on Trulia;,$1%200%859,11/23/2004:$885%000:Sold,Year:2018;Tax:$12%633;Assessment:;Land:$735%042;Improvements:$349%146;Total:$1%084%188,?,?,?,?,Built in 1967
49,49,California,CA,95003,Santa Cruz County,Aptos,212 Appleton Dr,36.96697,-121.896402,Single Family Home;$3/sqft;Lot Size: 5%314 sqft;Built in 1966;113 Days on Trulia;Furnished;Washer;Dryer;Balcony;Parking: Garage Attached;Garage;,$1%062%101,08/21/2017:$875%700:Posting Removed;08/18/2017:$876%500:Sold;07/17/2017:$875%700:Pending;06/20/2017:$875%700:Listed For Sale;08/20/2004:$681%000:Sold;09/24/2002:$590%000:Sold,Year:2018;Tax:$10%465;Assessment:;Land:$613%550;Improvements:$262%950;Total:$876%500,?,?,?,?,Built in 1966
50,50,California,CA,95003,Santa Cruz County,Aptos,213 Appleton Dr,36.967074,-121.896562,4 Beds;2.5 Baths;2%143 sqft;Single Family Home;$201/sqft;6%708 sqft lot size;Built in 1997;County: Santa Cruz;Tax Rate Code Area: 69-273;8 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%211%570,08/29/1997:$431%000:Sold;01/16/1997:$150%000:Sold,Year:2018;Tax:$7%979;Assessment:;Land:$266%639;Improvements:$386%864;Total:$653%503,4 Beds,2.5 Baths,2%143 sqft,$201/sqft,Built in 1997
51,51,California,CA,95003,Santa Cruz County,Aptos,214 Appleton Dr,36.966999,-121.896372,3 Beds;1.5 Baths;1%872 sqft;Single Family Home;$294/sqft;5%227 sqft lot size;Built in 1966;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%108%913,02/03/2003:$550%000:Sold,Year:2018;Tax:$8%558;Assessment:;Land:$413%693;Improvements:$286%403;Total:$700%096,3 Beds,1.5 Baths,1%872 sqft,$294/sqft,Built in 1966
52,52,California,CA,95003,Santa Cruz County,Aptos,215 Appleton Dr,36.967103,-121.896532,Single Family Home;$414/sqft;Lot Size: 6%447 sqft;Built in 1988;Detached% Single Family Home% Traditional%Contemporary Architecture;MLS/Source ID: ML81433701;,$1%247%384,09/22/1995:$356%500:Sold,Year:2018;Tax:$10%973;Assessment:;Land:$604%871;Improvements:$325%700;Total:$930%571,?,?,?,$414/sqft,Built in 1988
53,53,California,CA,95003,Santa Cruz County,Aptos,216 Appleton Dr,36.967029,-121.896342,3 Beds;2 Baths;1%499 sqft;Single Family Home;$364/sqft;5%445 sqft lot size;Built in 1973;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%007%842,12/26/2002:$545%000:Sold;12/21/2001:$510%000:Sold;11/30/1999:$360%000:Sold,Year:2018;Tax:$8%630;Assessment:;Land:$445%516;Improvements:$261%157;Total:$706%673,3 Beds,2 Baths,1%499 sqft,$364/sqft,Built in 1973
54,54,California,CA,95003,Santa Cruz County,Aptos,219 Appleton Dr,36.967163,-121.896472,3 Beds;2 Baths;1%248 sqft;Single Family Home;$197/sqft;6%578 sqft lot size;Built in 1964;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$940%933,12/23/1993:$246%000:Sold,Year:2018;Tax:$4%889;Assessment:;Land:$224%075;Improvements:$143%409;Total:$367%484,3 Beds,2 Baths,1%248 sqft,$197/sqft,Built in 1964
55,55,California,CA,95003,Santa Cruz County,Aptos,221 Appleton Dr,36.967192,-121.896443,Single Family Home;$760/sqft;Lot Size: 6%447 sqft;Built in 1964;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Refrigerator;Microwave;Dishwasher;Disposal;Floors: Carpet% Hardwood% Tile;Fireplace;Skylight;Garage;Roof: Composition;MLS/Source ID: ML81711916;See Virtual Tour,$915%000,08/01/2018:$915%000:Sold,Year:2018;Tax:$4%533;Assessment:;Land:$228%557;Improvements:$99%043;Total:$327%600,?,?,?,$760/sqft,Built in 1964
56,56,California,CA,95003,Santa Cruz County,Aptos,121 Aptos Beach Dr,36.972059,-121.897504,Multi Family;Lot Size: 4%269 sqft;Built in 1955;180+ Days on Trulia;MLS/Source ID: 770647;,$1%092%453,03/07/2008:$870%000:Sold;12/29/2004:$780%000:Sold;08/12/1999:$373%000:Sold,Year:2018;Tax:$12%525;Assessment:;Land:$663%786;Improvements:$340%551;Total:$1%004%337,?,?,?,?,Built in 1955
57,57,California,CA,95003,Santa Cruz County,Aptos,126 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$713/sqft;Lot Size: 2%091 sqft;Built in 1960;Rooms: Dining Room% Laundry Room% Family Room% Living Room% Kitchen% Bedroom;Courtyard;Traditional Architecture;Foundation Type: Concrete slab;Roof: Composition;MLS/Source ID: 81466066;,$750%423,07/14/2015:$634%000:Sold;05/29/2015:$595%000:Posting Removed;05/19/2015:$595%000:Listed For Sale;07/11/2014:$399%900:Posting Removed;07/11/2014:$410%000:Sold;07/01/2014:$399%900:Pending;06/27/2014:$399%900:Price Change:$27%100: (-6%);06/14/2014:$427%000:Price Change:$30%000: (-7%);06/04/2014:$457%000:Price Change:$12%000: (-3%);05/30/2014:$469%000:Listed For Sale,Year:2018;Tax:$7%158;Assessment:;Land:$395%768;Improvements:$263%845;Total:$659%613,?,?,?,$713/sqft,Built in 1960
58,58,California,CA,95003,Santa Cruz County,Aptos,127 Aptos Beach Dr,36.972059,-121.897504,2 Beds;1 Bath;880 sqft;Single Family Home;$316/sqft;2%091 sqft lot size;Built in 1962;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$751%312,04/02/1999:$278%500:Sold;04/02/1998:$207%500:Sold;05/27/1994:$175%000:Sold,Year:2018;Tax:$5%140;Assessment:;Land:$310%012;Improvements:$73%712;Total:$383%724,2 Beds,?,880 sqft,$316/sqft,Built in 1962
59,59,California,CA,95003,Santa Cruz County,Aptos,200 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2 Baths;1%392 sqft;Single Family Home;$197/sqft;2%047 sqft lot size;Built in 1967;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Floor/Wall;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$894%160,12/30/1998:$274%000:Sold,Year:2018;Tax:$5%073;Assessment:;Land:$226%513;Improvements:$151%010;Total:$377%523,3 Beds,2 Baths,1%392 sqft,$197/sqft,Built in 1967
60,60,California,CA,95003,Santa Cruz County,Aptos,203 Aptos Beach Dr,36.972059,-121.897504,2 Beds;2 Baths;1%364 sqft;Single Family Home;$495/sqft;2%134 sqft lot size;Built in 1968;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Yes;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$934%110,10/22/2008:$675%000:Sold,Year:2018;Tax:$9%248;Assessment:;Land:$537%593;Improvements:$226%355;Total:$763%948,2 Beds,2 Baths,1%364 sqft,$495/sqft,Built in 1968
61,61,California,CA,95003,Santa Cruz County,Aptos,204 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$639/sqft;Lot Size: 1%960 sqft;Built in 1966;Detached Single Family% 2 Stories Architecture;MLS/Source ID: 81417585;,$861%093,02/28/2006:$865%000:Sold;09/22/2005:$759%000:Sold;10/03/2000:$300%000:Sold;12/17/1999:$335%000:Sold;06/26/1998:$240%500:Sold,Year:2018;Tax:$11%564;Assessment:;Land:$735%094;Improvements:$243%140;Total:$978%234,?,?,?,$639/sqft,Built in 1966
62,62,California,CA,95003,Santa Cruz County,Aptos,206 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2 Baths;1%146 sqft;Single Family Home;$330/sqft;2%004 sqft lot size;Built in 1966;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Yes;Parking: Carport;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$837%781,01/11/2000:$378%000:Sold;04/09/1999:$279%000:Sold,Year:2018;Tax:$6%504;Assessment:;Land:$305%962;Improvements:$203%976;Total:$509%938,3 Beds,2 Baths,1%146 sqft,$330/sqft,Built in 1966
63,63,California,CA,95003,Santa Cruz County,Aptos,210 Aptos Beach Dr,36.972059,-121.897504,4 Beds;2 Baths;1%644 sqft;Single Family Home;$462/sqft;2%047 sqft lot size;Built in 1955;County: Santa Cruz;Tax Rate Code Area: 69-273;7 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%020%609,07/01/2005:$760%000:Sold,Year:2018;Tax:$10%010;Assessment:;Land:$596%269;Improvements:$245%191;Total:$841%460,4 Beds,2 Baths,1%644 sqft,$462/sqft,Built in 1955
64,64,California,CA,95003,Santa Cruz County,Aptos,213 Aptos Beach Dr,36.972059,-121.897504,2 Beds;1 Bath;872 sqft;Single Family Home;$217/sqft;2%047 sqft lot size;Built in 1961;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$754%639,06/18/1996:$189%500:Sold,Year:2018;Tax:$3%983;Assessment:;Land:$189%807;Improvements:$86%873;Total:$276%680,2 Beds,?,872 sqft,$217/sqft,Built in 1961
65,65,California,CA,95003,Santa Cruz County,Aptos,219 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$410/sqft;Lot Size: 2%047 sqft;Built in 1960;180+ Days on Trulia;MLS/Source ID: 81416044;,$1%174%305,07/29/2014:$689%000:Posting Removed;07/29/2014:$647%000:Sold;05/09/2014:$689%000:Listed For Sale;02/13/2001:$460%000:Sold;07/09/1998:$269%000:Sold,Year:2018;Tax:$8%378;Assessment:;Land:$487%995;Improvements:$195%409;Total:$683%404,?,?,?,$410/sqft,Built in 1960
66,66,California,CA,95003,Santa Cruz County,Aptos,220 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$700/sqft;Lot Size: 4%879 sqft;Built in 1979;180+ Days on Trulia;5 Rooms;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Disposal;Floors: Carpet% Tile;Fireplace;Skylight;Vaulted Ceiling;Security System;Barbeque Area;Gated Entry;Cable Ready;Exterior: Wood;Roof: Composition;Patio;Lawn;MLS/Source ID: 81678527;,$870%587,12/05/2017:$869%000:Posting Removed;12/05/2017:$850%000:Sold;11/10/2017:$869%000:Pending;11/08/2017:$869%000:Pending to Active Status;10/30/2017:$869%000:Pending;09/19/2017:$869%000:Listed For Sale;07/25/2017:$849%999:Posting Removed;06/09/2017:$849%999:Listed For Sale,Year:2018;Tax:$10%178;Assessment:;Land:$595%000;Improvements:$255%000;Total:$850%000,?,?,?,$700/sqft,Built in 1979
67,67,California,CA,95003,Santa Cruz County,Aptos,222 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$507/sqft;Lot Size: 2%744 sqft;Built in 1984;180+ Days on Trulia;MLS/Source ID: ML81520696;,$1%010%720,01/08/2016:$795%000:Sold,Year:2018;Tax:$9%931;Assessment:;Land:$620%339;Improvements:$206%780;Total:$827%119,?,?,?,$507/sqft,Built in 1984
68,68,California,CA,95003,Santa Cruz County,Aptos,223 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$358/sqft;Lot Size: 1%917 sqft;Built in 1966;Detached Single Family% Bi/Split Level% Contemporary Architecture;MLS/Source ID: 81235029;,$1%007%119,12/19/2012:$565%000:Sold;11/17/2012:$579%999:Posting Removed;09/22/2012:$579%999:Listed For Sale;05/29/1998:$258%000:Sold,Year:2018;Tax:$7%519;Assessment:;Land:$365%804;Improvements:$238%098;Total:$603%902,?,?,?,$358/sqft,Built in 1966
69,69,California,CA,95003,Santa Cruz County,Aptos,225 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2 Baths;1%504 sqft;Single Family Home;$310/sqft;2%439 sqft lot size;Built in 1986;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$924%558,09/27/2000:$466%500:Sold;04/21/1995:$258%000:Sold,Year:2018;Tax:$7%669;Assessment:;Land:$370%680;Improvements:$247%118;Total:$617%798,3 Beds,2 Baths,1%504 sqft,$310/sqft,Built in 1986
70,70,California,CA,95003,Santa Cruz County,Aptos,227 Aptos Beach Dr,36.972059,-121.897504,2 Beds;1 Bath;732 sqft;Single Family Home;$354/sqft;1%917 sqft lot size;Built in 1963;County: Santa Cruz;Tax Rate Code Area: 69-273;4 Rooms;Heating: Floor/Wall;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$738%416,07/29/1999:$259%000:Sold;09/11/1998:$195%000:Sold,Year:2018;Tax:$4%698;Assessment:;Land:$270%165;Improvements:$79%700;Total:$349%865,2 Beds,?,732 sqft,$354/sqft,Built in 1963
71,71,California,CA,95003,Santa Cruz County,Aptos,229 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$631/sqft;Lot Size: 2%919 sqft;Built in 1964;180+ Days on Trulia;Rooms: Breakfast Nook% Dining Room;Heating: Forced Air;Floors: Hardwood;Fireplace;Carport;Luxury;Roof: Tile;MLS/Source ID: ML81692494;See Virtual Tour,$917%441,04/20/2018:$939%000:Sold;06/28/1996:$210%000:Sold,Year:2018;Tax:$4%231;Assessment:;Land:$175%205;Improvements:$131%404;Total:$306%609,?,?,?,$631/sqft,Built in 1964
72,72,California,CA,95003,Santa Cruz County,Aptos,231 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$722/sqft;Lot Size: 3%964 sqft;Built in 1961;180+ Days on Trulia;Rooms: Breakfast Nook% Dining Room% Walk In Closet;Heating: Forced Air;Dishwasher;Disposal;Floors: Carpet% Laminate;Fireplace;Skylight;Vaulted Ceiling;Cable Ready;Bungalow Architecture;Garden;MLS/Source ID: ML81703377;See Virtual Tour,$1%072%470,06/18/2018:$1%160%000:Sold;06/15/2018:$1%149%000:Posting Removed;05/30/2018:$1%149%000:Pending;05/07/2018:$1%149%000:Listed For Sale;12/07/2016:$845%000:Posting Removed;12/06/2016:$805%000:Sold;11/16/2016:$845%000:Pending;09/22/2016:$845%000:Listed For Sale,Year:2018;Tax:$9%866;Assessment:;Land:$615%825;Improvements:$205%275;Total:$821%100,?,?,?,$722/sqft,Built in 1961
73,73,California,CA,95003,Santa Cruz County,Aptos,232 Aptos Beach Dr,36.972059,-121.897504,4 Beds;2 Baths;1%952 sqft;Single Family Home;$46/sqft;5%009 sqft lot size;Built in 1998;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%132%781,09/29/1997:$90%000:Sold;09/24/1997:$90%000:Sold;05/30/1997:$89%000:Sold,Year:2018;Tax:$5%213;Assessment:;Land:$126%302;Improvements:$271%225;Total:$397%527,4 Beds,2 Baths,1%952 sqft,?,Built in 1998
74,74,California,CA,95003,Santa Cruz County,Aptos,235 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2.5 Baths;1%636 sqft;Single Family Home;$249/sqft;3%964 sqft lot size;Built in 1963;County: Santa Cruz;Tax Rate Code Area: 69-273;7 Rooms;Heating: Central;Parking: Carport;Parking Spaces: 3;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%074%686,11/17/2000:$407%000:Sold,Year:2018;Tax:$6%742;Assessment:;Land:$323%400;Improvements:$215%602;Total:$539%002,3 Beds,2.5 Baths,1%636 sqft,$249/sqft,Built in 1963
75,75,California,CA,95003,Santa Cruz County,Aptos,237 Aptos Beach Dr,36.972059,-121.897504,3 Beds;1 Bath;1%002 sqft;Single Family Home;$219/sqft;3%485 sqft lot size;Built in 1960;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Floor/Wall;Parking: Garage;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$821%705,10/21/1997:$219%000:Sold,Year:2018;Tax:$4%314;Assessment:;Land:$231%553;Improvements:$75%780;Total:$307%333,3 Beds,?,1%002 sqft,$219/sqft,Built in 1960
76,76,California,CA,95003,Santa Cruz County,Aptos,241 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$352/sqft;Lot Size: 5%489 sqft;Built in 1988;Detached Single Family% 2 Stories Architecture;MLS/Source ID: 81413309;,$1%554%680,06/03/2014:$819%000:Sold;05/23/2014:$819%000:Posting Removed;05/22/2014:$819%000:Pending;04/23/2014:$819%000:Listed For Sale;08/11/1998:$475%000:Sold,Year:2018;Tax:$10%452;Assessment:;Land:$573%538;Improvements:$308%828;Total:$882%366,?,?,?,$352/sqft,Built in 1988
77,77,California,CA,95003,Santa Cruz County,Aptos,244 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$591/sqft;Lot Size: 6%708 sqft;Built in 1940;180+ Days on Trulia;MLS/Source ID: ML81498558;,$930%933,08/07/2015:$839%000:Posting Removed;08/05/2015:$839%000:Listed For Sale;06/07/2002:$572%000:Sold,Year:2018;Tax:$8%785;Assessment:;Land:$477%338;Improvements:$250%761;Total:$728%099,?,?,?,$591/sqft,Built in 1940
78,78,California,CA,95003,Santa Cruz County,Aptos,247 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$227/sqft;Lot Size: 7%100 sqft;Built in 1973;Detached Single Family% 3 Stories Architecture;MLS/Source ID: 81316511;,$1%484%488,03/30/2015:$350%000:Sold;06/13/2013:$560%000:Sold;05/21/2013:$549%000:Posting Removed;05/14/2013:$549%000:Listed For Sale,Year:2018;Tax:$7%775;Assessment:;Land:$424%246;Improvements:$203%356;Total:$627%602,?,?,?,$227/sqft,Built in 1973
79,79,California,CA,95003,Santa Cruz County,Aptos,248 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;Lot Size: 5%489 sqft;Built in 1963;MLS/Source ID: 737561;,$1%530%527,11/21/2007:$778%000:Sold;05/24/2007:$950%000:Posting Removed;03/21/2007:$950%000:Price Change:$45%000: (-5%);12/07/2006:$995%000:Listed For Sale;09/05/1997:$349%000:Sold,Year:2018;Tax:$10%698;Assessment:;Land:$548%346;Improvements:$349%787;Total:$898%133,?,?,?,?,Built in 1963
80,80,California,CA,95003,Santa Cruz County,Aptos,249 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;Lot Size: 7%841 sqft;Built in 1966;MLS/Source ID: 231469762;,$1%063%004,11/18/2011:$599%000:Posting Removed;11/16/2011:$584%500:Sold;10/23/2011:$599%000:Price Change:$150%000: (-20%);06/29/2011:$749%000:Price Change:$50%000: (-6%);06/18/2011:$799%000:Price Change:$50%000: (7%);06/05/2011:$749%000:Price Change:$50%000: (-6%);04/07/2011:$799%000:Listed For Sale;09/09/1998:$329%000:Sold,Year:2018;Tax:$7%960;Assessment:;Land:$386%825;Improvements:$257%884;Total:$644%709,?,?,?,?,Built in 1966
81,81,California,CA,95003,Santa Cruz County,Aptos,250 Aptos Beach Dr,36.972059,-121.897504,2 Beds;2 Baths;1%605 sqft;Single Family Home;$169/sqft;6%578 sqft lot size;Built in 1980;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Wood Shake/ Shingles;Land Use Code: Single Family Residential;,$1%050%120,09/05/1997:$272%000:Sold,Year:2018;Tax:$5%042;Assessment:;Land:$229%028;Improvements:$152%685;Total:$381%713,2 Beds,2 Baths,1%605 sqft,$169/sqft,Built in 1980
82,82,California,CA,95003,Santa Cruz County,Aptos,252 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2 Baths;1%594 sqft;Single Family Home;$464/sqft;6%360 sqft lot size;Built in 1979;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$971%326,05/13/2005:$740%000:Sold;03/01/2002:$500%000:Sold;10/21/1998:$339%000:Sold,Year:2018;Tax:$9%905;Assessment:;Land:$557%261;Improvements:$267%482;Total:$824%743,3 Beds,2 Baths,1%594 sqft,$464/sqft,Built in 1979
83,83,California,CA,95003,Santa Cruz County,Aptos,253 Aptos Beach Dr,36.972059,-121.897504,Single Family Home;$516/sqft;Lot Size: 6%926 sqft;Built in 1979;180+ Days on Trulia;MLS/Source ID: ML81641569;,$1%474%963,05/18/2017:$1%100%000:Sold;04/25/2017:$1%159%000:Posting Removed;04/04/2017:$1%159%000:Pending;03/21/2017:$1%159%000:Listed For Sale;10/27/2005:$939%000:Sold;05/11/1999:$406%000:Sold;08/05/1996:$73%500:Sold;06/30/1994:$331%000:Sold,Year:2018;Tax:$13%042;Assessment:;Land:$785%400;Improvements:$336%600;Total:$1%122%000,?,?,?,$516/sqft,Built in 1979
84,84,California,CA,95003,Santa Cruz County,Aptos,257 Aptos Beach Dr,36.972059,-121.897504,3 Beds;2 Baths;1%100 sqft;Single Family Home;$460/sqft;4%879 sqft lot size;Built in 1962;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Floor/Wall;Parking: Carport;Parking Spaces: 1;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$852%517,07/25/2003:$506%000:Sold;12/29/1998:$289%000:Sold,Year:2018;Tax:$7%826;Assessment:;Land:$379%370;Improvements:$252%914;Total:$632%284,3 Beds,2 Baths,1%100 sqft,$460/sqft,Built in 1962
